channel_id,channel_link,channel_name,channel_type,country,country_rank,created_date,daily_subs_average,daily_views_average,estimated_monthly_income,people_rank,social_blade_rank,socialblade_url,subscriber_rank,subscribers,subscribers_last_30_days,uploads,video_view_rank,views,views_last_30_days,yearly_income,
@anttonracca,https://youtube.com/@anttonracca,AnttonRacca,entertainment,FR,221st,"May 26th, 2021",+3.66K,"2,742,496",€18.7K - €299.5K,989th,"5,624th",https://socialblade.com/youtube/channel/UCxAe6guYq0Q-UBfQrEauF2A,"1,212th",1.62M,110K,458,"15,676th",1014982268,82.275M,€224.6K - €3.6M,
@peace4planet,https://youtube.com/@peace4planet,peace4planet,music,FI,628th,"Feb 12th, 2009",--,298,€2 - €32,"2,479th","42,745th",https://socialblade.com/youtube/channel/UCvf948gUQiTg1vYpH9xRvqw,"3,662nd",37K,--,83,"686,765th",16587231,8.915K,€24 - €389,
@tingting-love168,https://youtube.com/@tingting-love168,Ting Ting,N/A,AU,569th,"Jun 9th, 2023",+1.9K,"1,115,236",€7.6K - €121.8K,--,"6,573rd",https://socialblade.com/youtube/channel/UCAT17pso5bGO1uo4EV8iO6w,"1,906th",420K,57K,867,"88,184th",198820106,33.457M,€91.3K - €1.5M,
@xinxin889,https://youtube.com/@xinxin889,昕昕,N/A,US,973rd,"Jan 24th, 2024",+31K,"25,702,180",€175.4K - €2.8M,--,90th,https://socialblade.com/youtube/channel/UCukNqkkPLIBakMKNG-89Bmg,"1,215th",1.75M,931K,71,"13,465th",1322643884,771.065M,€2.1M - €33.7M,
@footmood,https://youtube.com/@footmood,Foot Mood,people,CA,29th,"Jan 5th, 2022",+5.66K,"4,664,801",€31.8K - €509.4K,189th,"2,486th",https://socialblade.com/youtube/channel/UCuYUOEXwUKBtiE1pNoB40PA,473rd,8.89M,170K,1041,"1,199th",6656125769,139.944M,€382K - €6.1M,
@ruralcuisine,https://youtube.com/@ruralcuisine,Rural Cuisine (Shorts),N/A,DE,301st,"Sep 13th, 2023",+8.36K,"3,754,632",€25.6K - €410K,--,"3,410th",https://socialblade.com/youtube/channel/UCDa4wAStLB_ose2d0w54X1Q,"1,389th",943K,251K,89,"50,731st",369325961,112.639M,€307.5K - €4.9M,
@craftedgamingshorts,https://youtube.com/@craftedgamingshorts,CraftedGaming Shorts,N/A,DE,631st,"Aug 4th, 2023",+13.9K,"3,804,505",€26K - €415.5K,--,"3,337th",https://socialblade.com/youtube/channel/UCXJabDS6FmDU9XgNsRujNOw,"1,815th",525K,417K,162,"130,765th",135217315,114.135M,€311.6K - €5M,
@jasonderulo,https://youtube.com/@jasonderulo,Jason Derulo,music,US,51st,"Jul 21st, 2008",+36.6K,"30,664,104",€209.3K - €3.3M,52nd,67th,https://socialblade.com/youtube/channel/UCe3yZzUwpmy2eKKmF9svX0Q,149th,31.7M,1.1M,3059,139th,22395592895,919.923M,€2.5M - €40.2M,
@jhousejr.,https://youtube.com/@jhousejr.,J House jr.,entertainment,US,908th,"Jun 1st, 2019",+48.3K,"32,652,958",€222.9K - €3.6M,927th,82nd,https://socialblade.com/youtube/channel/UC57LcmyyZGQ2azPREsxwWSw,"1,147th",2.5M,1.45M,1478,"9,121st",1789647115,979.589M,€2.7M - €42.8M,
@carokowanzenglish,https://youtube.com/@carokowanzenglish,Caro Kowanz English,N/A,DE,197th,"Mar 13th, 2022",+8.33K,"3,615,450",€24.7K - €394.8K,--,"3,218th",https://socialblade.com/youtube/channel/UCGV3L8VTtvew5_yYVPObX0Q,"1,228th",1.5M,250K,395,"27,150th",633373387,108.463M,€296.1K - €4.7M,
@australianopen,https://youtube.com/@australianopen,Australian Open TV,sports,AU,142nd,"Dec 5th, 2007",+2K,"2,858,547",€19.5K - €312.2K,279th,"5,406th",https://socialblade.com/youtube/channel/UCeTKJSW1NTAkf27nNmjWt5A,"1,174th",1.97M,60K,13513,"5,858th",2206840061,85.756M,€234.1K - €3.7M,
@kidsromashow,https://youtube.com/@kidsromashow,★ Kids Roma Show,entertainment,US,42nd,"May 12th, 2015",+50K,"25,486,670",€173.9K - €2.8M,54th,74th,https://socialblade.com/youtube/channel/UCx790OVgpTC1UVBQIqu3gnQ,131st,34.2M,1.5M,703,358th,13663129486,764.6M,€2.1M - €33.4M,
@andreaseskander,https://youtube.com/@andreaseskander,Andreas Eskander,entertainment,CA,30th,"Jan 6th, 2019",+4K,"4,688,112",€32K - €511.9K,307th,"2,358th",https://socialblade.com/youtube/channel/UCvwn9pGVzKmMS6Ssd8R0pog,477th,8.85M,120K,1445,"2,441st",4156243697,140.643M,€384K - €6.1M,
@spridix,https://youtube.com/@spridix,Spridix,autos,FR,955th,"Dec 25th, 2013",+3.16K,"-3,143,614",€0 - €0,838th,"4,890th",https://socialblade.com/youtube/channel/UCwoFgGV6hIkVPeTfxVxmlKw,"2,126th",217K,95K,101,"96,003rd",179267849,-94.308M,€0 - €0,
@norrisnuts,https://youtube.com/@norrisnuts,The Norris Nuts,people,AU,29th,"Jun 29th, 2014",+1.66K,"2,636,405",€18K - €287.9K,266th,"5,652nd",https://socialblade.com/youtube/channel/UCYd0us2OtW4d4-1cfpT2ktw,617th,7.43M,50K,694,"2,455th",4111469363,79.092M,€215.9K - €3.5M,
@lolamop,https://youtube.com/@lolamop,Lola LoL,N/A,CA,115th,"Nov 23rd, 2021",+3.33K,"5,133,735",€35K - €560.6K,--,"1,798th",https://socialblade.com/youtube/channel/UC5-E_dowa1WfHYz6eSTGTHQ,995th,3.74M,100K,1114,"2,198th",4443739996,154.012M,€420.5K - €6.7M,
@nax.gaming,https://youtube.com/@nax.gaming,Nax,N/A,FR,"1,070th","Sep 27th, 2020",+3.96K,"3,504,333",€23.9K - €382.7K,--,"4,751st",https://socialblade.com/youtube/channel/UCCKGlwhegC4rLWjHq8Dtf-w,"2,335th",122K,119K,385,"179,367th",106005553,105.13M,€287K - €4.6M,
@ryonmordauk,https://youtube.com/@ryonmordauk,Ryon Mordauk,N/A,FI,323rd,"Aug 18th, 2022",+1.43K,"740,911",€5.1K - €80.9K,--,"31,199th",https://socialblade.com/youtube/channel/UCkbEohfp7voIvDred0ybPrg,"2,579th",99.4K,43.1K,265,"369,297th",45106096,22.227M,€60.7K - €970.9K,
@raythesharpener5260,https://youtube.com/@raythesharpener5260,Raythesharpener,N/A,AU,177th,"Jan 8th, 2021",+4.33K,"2,690,726",€18.4K - €293.8K,--,"5,329th",https://socialblade.com/youtube/channel/UCobGE-G5kvdhj5Jst8fV4KQ,"1,222nd",1.53M,130K,2402,"17,406th",937408754,80.722M,€220.4K - €3.5M,
@_vector_,https://youtube.com/@_vector_,_vector_,comedy,US,84th,"Mar 24th, 2019",+36.6K,"27,879,212",€190.3K - €3M,19th,66th,https://socialblade.com/youtube/channel/UCzJ53fi4NuDCYWOk9PtEkCA,205th,25.3M,1.1M,535,221st,17645804732,836.376M,€2.3M - €36.5M,
@rammsteinofficial,https://youtube.com/@rammsteinofficial,Rammstein Official,music,DE,17th,"Jun 24th, 2015",+2K,"1,981,998",€13.5K - €216.4K,256th,"3,047th",https://socialblade.com/youtube/channel/UCYp3rk70ACGXQ4gFAiMr1SQ,552nd,8.09M,60K,157,"1,450th",5871678633,59.46M,€162.3K - €2.6M,
@mahdioficiall,https://youtube.com/@mahdioficiall,Best TikTok,N/A,CA,297th,"Jun 21st, 2022",+15.6K,"5,930,699",€40.5K - €647.6K,--,"1,579th",https://socialblade.com/youtube/channel/UCIgmV4gaUGvWIOPRSEl4glQ,"1,243rd",1.31M,469K,256,"26,702nd",622249856,177.921M,€485.7K - €7.8M,
@smg4,https://youtube.com/@smg4,SMG4,entertainment,AU,24th,"Feb 14th, 2009",+4.66K,"2,486,156",€17K - €271.5K,370th,"5,273rd",https://socialblade.com/youtube/channel/UC8LcA3grYZg0GNpxlXh8owg,556th,8.06M,140K,1014,"2,062nd",4634877279,74.585M,€203.6K - €3.3M,
@growingannanas,https://youtube.com/@growingannanas,growingannanas,sports,DE,27th,"Jan 20th, 2017",+6K,"4,048,050",€27.6K - €442K,70th,"2,928th",https://socialblade.com/youtube/channel/UCsLF0qPTpkYKq81HsjgzhwQ,790th,5.75M,180K,886,"4,009th",2912866377,121.441M,€331.5K - €5.3M,
@mrleeasmr,https://youtube.com/@mrleeasmr,Mr. Lee ASMR,N/A,CA,77th,"Oct 24th, 2021",+7.33K,"5,776,914",€39.4K - €630.8K,--,"1,512th",https://socialblade.com/youtube/channel/UCU_06qjzuictUkp0Pyn1BGw,834th,5.33M,220K,470,"3,241st",3421389843,173.307M,€473.1K - €7.6M,
@oddworldinhabitantsinc,https://youtube.com/@oddworldinhabitantsinc,Oddworld Inhabitants,games,AF,137th,"Mar 2nd, 2008",544,"203,672",€1.4K - €22.2K,"2,425th","154,045th",https://socialblade.com/youtube/channel/UCw5iN5n8itJ3qA2u-OQjIWA,"3,739th",43K,16.3K,332,"1,048,334th",12095656,6.11M,€16.7K - €266.9K,
@brideydrake,https://youtube.com/@brideydrake,Bridey Drake,N/A,AU,158th,"Aug 25th, 2013",+2.66K,"2,569,242",€17.5K - €280.6K,--,"5,137th",https://socialblade.com/youtube/channel/UChrA9LSeVcLRQiMkcvdFhMQ,"1,196th",1.77M,80K,784,"17,327th",934333828,77.077M,€210.4K - €3.4M,
@babymatifa,https://youtube.com/@babymatifa,Baby Matifa,N/A,FR,213th,"Jun 28th, 2021",+6K,"2,304,593",€15.7K - €251.7K,--,"4,277th",https://socialblade.com/youtube/channel/UCdbxtRmc5oM2tQBqpQ-Tk7w,"1,204th",1.72M,180K,509,"24,303rd",695792445,69.138M,€188.7K - €3M,
@closebluemonkey,https://youtube.com/@closebluemonkey,Close Blue Monkey,N/A,FI,68th,"Mar 10th, 2023",667,"843,357",€5.8K - €92.1K,--,"26,460th",https://socialblade.com/youtube/channel/UCSVhuD8mhAUrP7xpQmTrQkQ,"1,756th",559K,20K,318,"26,582nd",638736378,25.301M,€69.1K - €1.1M,
@onceminutos,https://youtube.com/@onceminutos,Once Minutos,entertainment,US,577th,"Aug 1st, 2020",+24.3K,"30,399,891",€207.5K - €3.3M,599th,65th,https://socialblade.com/youtube/channel/UC9M5ijp0Lxt8ptN6A7D5g9A,813th,5.66M,730K,1072,"2,643rd",4099588380,911.997M,€2.5M - €39.8M,
@wwe,https://youtube.com/@wwe,WWE,sports,US,6th,"May 11th, 2007",--,"26,875,138",€183.4K - €2.9M,1st,62nd,https://socialblade.com/youtube/channel/UCJ5v_MCY6GNUBTO8-D3XoAg,12th,101M,--,76200,9th,84460983757,806.254M,€2.2M - €35.2M,
@amir.samyar,https://youtube.com/@amir.samyar,????.??????,N/A,DE,966th,"Dec 1st, 2016",+1.03K,"4,214,802",€28.8K - €460.3K,--,"2,893rd",https://socialblade.com/youtube/channel/UCC7ZY-BT6IHJBQ5-XpLHhAQ,"2,200th",167K,31K,6160,"45,441st",412413971,126.444M,€345.2K - €5.5M,
@matt.larose,https://youtube.com/@matt.larose,Matt Larose,sports,CA,7th,"Jul 5th, 2010",+16.6K,"6,077,983",€41.5K - €663.7K,9th,"1,486th",https://socialblade.com/youtube/channel/UCATWUurs5SImDMX_prUtxng,270th,18.7M,500K,189,892nd,7928697487,182.339M,€497.8K - €8M,
@latteartcity,https://youtube.com/@latteartcity,latteartcity,howto,DE,270th,"Jan 20th, 2014",+4.26K,"3,758,394",€25.7K - €410.4K,600th,"2,733rd",https://socialblade.com/youtube/channel/UCQj3jQmocVfIujft3LdlsKw,"1,333rd",969K,128K,571,"13,311th",1162686640,112.752M,€307.8K - €4.9M,
N/A,,Raquel Silva,N/A,AF,127th,"Sep 17th, 2013",617,"140,877",€961 - €15.4K,--,"153,968th",https://socialblade.com/youtube/channel/UCz-LgGkQA3cvEQsOkSjjnTQ,"3,539th",40.2K,18.5K,48,"1,156,049th",8036074,4.226M,€11.5K - €184.6K,
@themikmaks,https://youtube.com/@themikmaks,The Mik Maks,entertainment,AU,28th,"Oct 2nd, 2013",+2.33K,"2,724,462",€18.6K - €297.5K,422nd,"5,092nd",https://socialblade.com/youtube/channel/UC66KzYUMWmN4PralND7cgAA,615th,7.45M,70K,444,"1,211th",6606055202,81.734M,€223.1K - €3.6M,
@skynewsaustralia,https://youtube.com/@skynewsaustralia,Sky News Australia,news,AU,64th,"Jun 20th, 2007",+2K,"3,064,814",€20.9K - €334.7K,207th,"4,911th",https://socialblade.com/youtube/channel/UCO0akufu9MOzyz3nvGIXAAw,958th,4.08M,60K,149714,"2,210th",4422875215,91.944M,€251K - €4M,
@wormlapse,https://youtube.com/@wormlapse,WormLapse,entertainment,FI,33rd,"Dec 10th, 2021",667,"719,965",€4.9K - €78.6K,"1,037th","21,331st",https://socialblade.com/youtube/channel/UCME1kKsi0r9TRKpJ4DbH6KA,"1,265th",1.12M,20K,472,"11,951st",1256610469,21.599M,€59K - €943.4K,
@chefkoudy,https://youtube.com/@chefkoudy,chefkoudy,howto,US,570th,"May 13th, 2020",+20.3K,"32,329,309",€220.6K - €3.5M,176th,58th,https://socialblade.com/youtube/channel/UCDQ2HViwQh37NhOENDRsWKw,806th,5.68M,610K,1075,601st,10219268114,969.879M,€2.6M - €42.4M,
@skitsgerman,https://youtube.com/@skitsgerman,SKITS German,N/A,DE,40th,"Mar 14th, 2023",+5K,"4,943,932",€33.7K - €539.9K,--,"2,147th",https://socialblade.com/youtube/channel/UCa1rvMS9TzapnYcPKbxpYRA,900th,4.66M,150K,1730,"2,539th",4037463180,148.318M,€404.9K - €6.5M,
@amplyawesome,https://youtube.com/@amplyawesome,Amply Awesome,N/A,CA,764th,"Dec 24th, 2023",+6.06K,"6,252,919",€42.7K - €682.8K,--,"1,438th",https://socialblade.com/youtube/channel/UCrnblagL_dgA7EmTmx9yrGA,"1,871st",473K,182K,122,"41,520th",451597884,187.588M,€512.1K - €8.2M,
@hqsportsshorts,https://youtube.com/@hqsportsshorts,HQ Sports Shorts,N/A,FR,272nd,"Mar 3rd, 2023",+9.26K,"2,882,510",€19.7K - €314.8K,--,"4,166th",https://socialblade.com/youtube/channel/UCFlC8vJqt8h1BQO8t4MXE-w,"1,268th",1.14M,278K,53,"32,272nd",537422497,86.475M,€236.1K - €3.8M,
@pushpeksidhu,https://youtube.com/@pushpeksidhu,Pushpek Sidhu,comedy,CA,258th,"Sep 1st, 2011",+8K,"5,854,472",€40K - €639.3K,550th,"1,392nd",https://socialblade.com/youtube/channel/UC7qUbTJ26pWtqpIMqPpMX2w,"1,202nd",1.75M,240K,1444,"15,390th",1042421927,175.634M,€479.5K - €7.7M,
@craftspeople,https://youtube.com/@craftspeople,Crafts people,people,US,211th,"May 25th, 2021",+26.6K,"35,688,569",€243.6K - €3.9M,124th,56th,https://socialblade.com/youtube/channel/UCvoh9uWVTzo8u3e5eX4lO5A,347th,11.1M,800K,9927,297th,15420620062,1.071B,€2.9M - €46.8M,
@wogboyeats,https://youtube.com/@wogboyeats,Ron mushoul,people,AU,"1,223rd","Jun 11th, 2016",+1.23K,"1,791,023",€12.2K - €195.6K,"2,171st","4,867th",https://socialblade.com/youtube/channel/UCjVPqIaIEUpDzEOvaA-IH6A,"2,854th",68.6K,36.9K,978,"181,019th",94077751,53.731M,€146.7K - €2.3M,
@quinnsfam,https://youtube.com/@quinnsfam,Quinn FAM,entertainment,CA,138th,"May 28th, 2020",+3.33K,"5,430,267",€37.1K - €593K,814th,"1,356th",https://socialblade.com/youtube/channel/UCpR7UgOOg9wA869TzwTco9Q,"1,033rd",3.37M,100K,1329,"2,755th",3818931547,162.908M,€444.7K - €7.1M,
@batzair,https://youtube.com/@batzair,BATZAIR,comedy,FR,130th,"Jan 24th, 2020",+3K,"3,333,015",€22.7K - €364K,435th,"3,748th",https://socialblade.com/youtube/channel/UCCU2Tvanl8gLaJ7pYDuIYkg,"1,082nd",2.88M,90K,652,"7,151st",1907531421,99.99M,€273K - €4.4M,
@boxlapse,https://youtube.com/@boxlapse,Boxlapse,tech,FI,15th,"Feb 20th, 2020",+1.66K,"1,203,086",€8.2K - €131.4K,245th,"17,344th",https://socialblade.com/youtube/channel/UCiL9l2J57t5OG2aZ0huswZw,"1,146th",2.23M,50K,154,"21,659th",759216931,36.093M,€98.5K - €1.6M,
@tomharrisfootball,https://youtube.com/@tomharrisfootball,Tom Harris Football,people,AU,169th,"Jul 2nd, 2014",+4K,"3,326,146",€22.7K - €363.2K,795th,"4,666th",https://socialblade.com/youtube/channel/UCIVGVpjywyPA3ZusfLAsvbA,"1,213th",1.61M,120K,1428,"13,052nd",1181581996,99.784M,€272.4K - €4.4M,
@wernerworidwide,https://youtube.com/@wernerworidwide,Werner Worldwide,N/A,DE,147th,"Aug 20th, 2023",+7K,"5,812,638",€39.7K - €634.7K,--,"2,044th",https://socialblade.com/youtube/channel/UC490QXTAeHEVU79zb6_dFTQ,"1,170th",2.04M,210K,10,"12,039th",1290015344,174.379M,€476.1K - €7.6M,
@pinkfong,https://youtube.com/@pinkfong,Baby Shark - Pinkfong Kids’ Songs & Stories,education,US,7th,"Dec 14th, 2011",+20K,"16,582,673",€113.2K - €1.8M,3rd,53rd,https://socialblade.com/youtube/channel/UCcdwLMPsaU2ezNSJU1nFoBQ,18th,80.7M,600K,3229,22nd,48681782151,497.48M,€1.4M - €21.7M,
@uyenninh,https://youtube.com/@uyenninh,Uyen Ninh,people,DE,142nd,"Apr 8th, 2021",+2K,"5,215,770",€35.6K - €569.6K,748th,"2,035th",https://socialblade.com/youtube/channel/UC-uNVV92llYIMC5-ZUF0Q4w,"1,165th",2.05M,60K,577,"3,456th",3275872768,156.473M,€427.2K - €6.8M,
@thewiggles,https://youtube.com/@thewiggles,The Wiggles - Kids Songs and Nursery Rhymes,entertainment,AU,74th,"Apr 4th, 2007",+3K,"3,151,564",€21.5K - €344.2K,788th,"4,519th",https://socialblade.com/youtube/channel/UC5vVe2R4ucoMzJP53o38Yaw,"1,007th",3.63M,90K,982,"2,177th",4499138679,94.547M,€258.1K - €4.1M,
@carcrashchronicle-fi7wg,https://youtube.com/@carcrashchronicle-fi7wg,Car Crash Chronicle,N/A,BE,333rd,"Nov 24th, 2023",+3.26K,"1,040,294",€7.1K - €113.6K,--,"17,360th",https://socialblade.com/youtube/channel/UCXrXvX6mIEAKK-C0GaOZKkQ,"2,291st",146K,98K,75,"393,093rd",43533383,31.209M,€85.2K - €1.4M,
@korayzeynep,https://youtube.com/@korayzeynep,Koray Zeynep,people,US,93rd,"Jul 8th, 2016",+23.3K,"31,186,012",€212.8K - €3.4M,32nd,49th,https://socialblade.com/youtube/channel/UCTAacyv5T4cSus1W4D6eBfA,216th,24.1M,700K,3158,133rd,22792153490,935.58M,€2.6M - €40.9M,
@jorjasmithvevo,https://youtube.com/@jorjasmithvevo,JorjaSmithVEVO,music,AF,35th,"Apr 1st, 2016",-33,"129,615",€885 - €14.2K,"1,707th","129,097th",https://socialblade.com/youtube/channel/UCSFBNlkwFf7ZQO6sTk9Q-lw,"2,159th",191K,-1K,81,"35,810th",478399920,3.888M,€10.6K - €169.8K,
@tuvok,https://youtube.com/@tuvok,Tuvok12,comedy,FR,17th,"Jun 1st, 2014",+4.66K,"3,230,204",€22K - €352.7K,123rd,"3,583rd",https://socialblade.com/youtube/channel/UCeJQ-3Bs7AAN5m8HUbHG4-g,564th,7.97M,140K,328,"1,751st",5191014655,96.906M,€264.6K - €4.2M,
@celebaidance,https://youtube.com/@celebaidance,Celeb AI,N/A,FI,89th,"Jun 25th, 2023",+2.53K,"1,364,118",€9.3K - €149K,--,"15,052nd",https://socialblade.com/youtube/channel/UCNJe-zQL46wiRY0cBLjMlng,"1,913th",428K,76K,156,"74,169th",250121021,40.924M,€111.7K - €1.8M,
@thealikoca,https://youtube.com/@thealikoca,Ali Koca,entertainment,CA,201st,"Oct 11th, 2019",667,"7,997,116",€54.6K - €873.3K,909th,933rd,https://socialblade.com/youtube/channel/UCZbDycYPRMKxFiEeBTAcmnw,"1,129th",2.39M,20K,1453,"5,834th",2205848601,239.913M,€655K - €10.5M,
@dhruvrathee,https://youtube.com/@dhruvrathee,Dhruv Rathee,education,DE,4th,"Jan 7th, 2013",+73.3K,"5,333,933",€36.4K - €582.5K,28th,"1,938th",https://socialblade.com/youtube/channel/UC-CSyyi47VX1lD9zyeABW3w,260th,20.1M,2.2M,617,"4,415th",2726409626,160.018M,€436.8K - €7M,
@acdc,https://youtube.com/@acdc,AC/DC,music,AU,10th,"Oct 24th, 2005",+3.33K,"3,196,608",€21.8K - €349.1K,172nd,"4,138th",https://socialblade.com/youtube/channel/UCB0JSO6d5ysH2Mmqz5I9rIw,351st,10.5M,100K,196,663rd,9569486342,95.898M,€261.8K - €4.2M,
@ohnotvofficial,https://youtube.com/@ohnotvofficial,Ohno TV,N/A,US,"1,012th","Jun 8th, 2018",-330,"2,165",€15 - €236,--,48th,https://socialblade.com/youtube/channel/UCY7eQbAAUiOxIiGqQAl61SQ,"1,256th",1.2M,-10K,821,"14,464th",1065606626,64.938K,€177 - €2.8K,
@crashadams,https://youtube.com/@crashadams,Crash Adams,music,CA,24th,"Jan 31st, 2019",+16K,"8,558,524",€58.4K - €934.6K,195th,866th,https://socialblade.com/youtube/channel/UCAxCk_CU0lnz6vJyslY9-Tw,410th,9.57M,480K,634,"2,719th",3912437190,256.756M,€700.9K - €11.2M,
@bindaastvfunnycomedystori,https://youtube.com/@bindaastvfunnycomedystori,Bindaas Tv - Funny Comedy Stories,entertainment,AF,1st,"Sep 10th, 2019",334,"140,780",€961 - €15.4K,739th,"111,263rd",https://socialblade.com/youtube/channel/UCDgT3ji8WmI8SnoDobzqCHg,955th,4.09M,10K,372,"11,714th",1271207469,4.223M,€11.5K - €184.5K,
@familygamesmedia,https://youtube.com/@familygamesmedia,Family Games Media,people,US,242nd,"Jun 8th, 2023",+44.3K,"28,978,226",€197.8K - €3.2M,149th,46th,https://socialblade.com/youtube/channel/UCLWvIB80ANqrEJhzYzfkgGA,388th,9.92M,1.33M,915,"1,998th",4941921987,869.347M,€2.4M - €38M,
@garricreative,https://youtube.com/@garricreative,Garri Creative,N/A,DE,70th,"Jul 23rd, 2022",+8K,"3,850,607",€26.3K - €420.5K,--,"1,766th",https://socialblade.com/youtube/channel/UCvpGpY0T8nz2aS7_s2g11xg,"1,020th",3.51M,240K,280,"21,211th",782596700,115.518M,€315.4K - €5M,
@loserfruit,https://youtube.com/@loserfruit,Loserfruit,games,AU,59th,"Mar 25th, 2013",+3.33K,"2,842,767",€19.4K - €310.4K,406th,"4,461st",https://socialblade.com/youtube/channel/UCIOrUVVyfoWnmcwG6IwCULQ,913th,4.51M,100K,1355,"13,670th",1126875476,85.283M,€232.8K - €3.7M,
@tvkde,https://youtube.com/@tvkde,The Voice Kids,entertainment,DE,16th,"Apr 8th, 2013",+17.6K,"6,357,229",€43.4K - €694.2K,343rd,"1,539th",https://socialblade.com/youtube/channel/UCsaKxIA9snv1Wrh_sw1DFvg,524th,8.41M,530K,1596,"4,096th",2864747345,190.717M,€520.7K - €8.3M,
@oscarsfunnyworld,https://youtube.com/@oscarsfunnyworld,Oscar's Funny World,animals,US,198th,"Jun 13th, 2021",+56.6K,"36,303,712",€247.8K - €4M,8th,45th,https://socialblade.com/youtube/channel/UCwmGHKwW6AE_NBQ3CNcO9-A,334th,12.7M,1.7M,688,763rd,9044029776,1.089B,€3M - €47.6M,
@tvrapinternational2,https://youtube.com/@tvrapinternational2,TV RAP INTERNATIONAL 2,people,FR,806th,"Oct 26th, 2020",100,"3,888,694",€26.5K - €424.6K,"1,502nd","3,123rd",https://socialblade.com/youtube/channel/UCv03qfI-q2EUnhhb98XCfOA,"1,953rd",368K,3K,160,"141,116th",117224928,116.661M,€318.5K - €5.1M,
@angrybirds,https://youtube.com/@angrybirds,Angry Birds,games,FI,6th,"Jun 15th, 2006",+1.66K,"1,955,286",€13.3K - €213.5K,235th,"8,071st",https://socialblade.com/youtube/channel/UCYC2wjLop-S6Ld4raeoUVNA,685th,6.75M,50K,2865,849th,8196040092,58.659M,€160.1K - €2.6M,
@avneesha_delulu,https://youtube.com/@avneesha_delulu,avneesha_delulu,N/A,AU,577th,"Jan 21st, 2024",+13.9K,"4,323,277",€29.5K - €472.1K,--,"3,428th",https://socialblade.com/youtube/channel/UCVKG2DdKpOPHh09u-8Ltl-w,"1,914th",479K,418K,86,"144,447th",148092372,129.698M,€354.1K - €5.7M,
N/A,,Hayle Walker,N/A,AF,162nd,"Feb 22nd, 2014",677,"157,297",€1.1K - €17.2K,--,"109,715th",https://socialblade.com/youtube/channel/UC8vQe4jm7jM14GCI_fVVZQg,"4,609th",27.8K,20.3K,40,"1,371,360th",6243748,4.719M,€12.9K - €206.1K,
@jeenie.weenie,https://youtube.com/@jeenie.weenie,Jeenie.Weenie,comedy,CA,22nd,"Jan 18th, 2011",+6.66K,"8,365,966",€57.1K - €913.6K,88th,739th,https://socialblade.com/youtube/channel/UCWc8CackfCo4q46FpEWBcPg,377th,9.83M,200K,913,764th,8804938227,250.979M,€685.2K - €11M,
@vladandniki,https://youtube.com/@vladandniki,Vlad and Niki,entertainment,US,4th,"Apr 23rd, 2018",+33.3K,"33,232,888",€226.8K - €3.6M,4th,42nd,https://socialblade.com/youtube/channel/UCvlE5gTbOvjiolFlEm-c_Ow,8th,117M,1M,711,7th,90164133425,996.987M,€2.7M - €43.5M,
@troopadeluxe,https://youtube.com/@troopadeluxe,Troopa Deluxe,film,DE,532nd,"Dec 9th, 2020",+7.03K,"6,804,569",€46.4K - €743.1K,"1,011th","1,143rd",https://socialblade.com/youtube/channel/UCJ2gNEfAnorKbHpCIylnd8g,"1,696th",658K,211K,1912,"32,604th",566773652,204.137M,€557.3K - €8.9M,
N/A,,Toy Story Kids TV,film,AF,22nd,"Jul 27th, 2019",--,"228,423",€1.6K - €24.9K,"1,303rd","90,402nd",https://socialblade.com/youtube/channel/UC7kU7zsBB7iQRpo4oYbVH3A,"2,015th",313K,--,33,"228,634th",66542106,6.853M,€18.7K - €299.3K,
@justinbieber,https://youtube.com/@justinbieber,Justin Bieber,music,CA,1st,"Jan 15th, 2007",+3.33K,"10,790,292",€73.6K - €1.2M,6th,523rd,https://socialblade.com/youtube/channel/UCIwFjwMjI0y7PDBVEO9-bkQ,23rd,72.9M,100K,249,50th,32308818102,323.709M,€883.7K - €14.1M,
@blooporoblox,https://youtube.com/@blooporoblox,Bloopo,games,AU,149th,"Jun 13th, 2023",+7K,"4,604,609",€31.4K - €502.8K,667th,"2,790th",https://socialblade.com/youtube/channel/UCFsRGPLEsvvC4rIYyO4TUWg,"1,184th",1.92M,210K,315,"18,380th",908602923,138.138M,€377.1K - €6M,
